"","id","revenue"
"115",3115,21899216.7582926
"116",3116,14844018.8493183
"117",3117,12802167.3247342
"118",3118,13709784.4839843
"119",3119,262649662.905004
"120",3120,211857269.270397
"121",3121,13187946.8282719
"122",3122,16234654.1421922
"123",3123,19987239.5410031
"124",3124,14652477.5712658
"125",3125,12990231.6303983
"126",3126,33160446.8083576
"127",3127,13442802.4357099
"128",3128,36057240.5888999
"129",3129,110824100.487358
"130",3130,15201328.8717803
"131",3131,13650026.7508716
"132",3132,12205637.6893174
"133",3133,25769324.6285086
"134",3134,14536339.9979664
"135",3135,12444551.5148023
"136",3136,14953313.6845891
"137",3137,165195663.203331
"138",3138,12247581.1628782
"139",3139,36537839.2490923
"140",3140,62242290.6270605
"141",3141,14776767.0707541
"142",3142,12704772.9585341
"143",3143,133097626.180076
"144",3144,31390718.3576236
"145",3145,20544336.1123334
"146",3146,12349699.6728444
"147",3147,22428122.7794468
"148",3148,14465184.4183932
"149",3149,54875688.982142
"150",3150,68724780.0021089
"151",3151,14972437.9516795
"152",3152,23864590.1627441
"153",3153,14442203.5362823
"154",3154,18253922.9720837
"155",3155,33470200.741547
"156",3156,17851640.5253754
"157",3157,17601808.0429334
"158",3158,122231171.738661
"159",3159,13879765.3218479
"160",3160,14882779.4571976
"161",3161,12933073.2483112
"162",3162,14692963.4298682
"163",3163,33623693.0552764
"164",3164,12853253.2727866
"165",3165,12511951.6482778
"166",3166,12863966.1733419
"167",3167,52658011.9976253
"168",3168,13150972.207293
"169",3169,24675238.5066436
"170",3170,22646233.8107878
"171",3171,22817892.0148635
"172",3172,48306309.8898508
"173",3173,12340617.087462
"174",3174,13258978.4737747
"175",3175,14043923.8516665
"176",3176,35322149.605189
"177",3177,76007993.3555535
"178",3178,14915495.7097838
"179",3179,14101767.1347767
"180",3180,13837405.2512771
"181",3181,12140645.5521186
"182",3182,195987149.559919
"183",3183,25876806.603874
"184",3184,22353707.8334072
"185",3185,77924909.1647656
"186",3186,37841431.9179138
"187",3187,16644047.0478668
"188",3188,24343664.0721376
"189",3189,67361961.1829213
"190",3190,19612011.3907644
"191",3191,22497490.8828776
"192",3192,12871744.2586123
"193",3193,287538245.862599
"194",3194,113690271.05192
"195",3195,12507430.1545439
"196",3196,13671473.5431676
"197",3197,51332062.5683056
"198",3198,103025748.229703
"199",3199,284646396.363717
"200",3200,17527474.7838632
"201",3201,16124518.5014837
"202",3202,12274495.1348431
"203",3203,12877013.7915497
"204",3204,12912307.5276801
"205",3205,13439224.9073357
"206",3206,19945320.5163343
"207",3207,60969704.4275782
"208",3208,19603438.2673086
"209",3209,12617317.2112948
"210",3210,418888102.817771
"211",3211,12563403.138281
"212",3212,63781678.7760122
"213",3213,61503830.6484153
"214",3214,16214841.4306416
"215",3215,11986225.2084901
"216",3216,20622603.4677408
"217",3217,349487946.552659
"218",3218,14352129.7331175
"219",3219,13325921.0761163
"220",3220,165407615.16968
"221",3221,16161929.2006378
"222",3222,12676069.2961306
"223",3223,15709892.9022883
"224",3224,13083100.7698171
"225",3225,13899373.4219629
"226",3226,16189631.8547029
"227",3227,97774688.3578621
"228",3228,93812750.1532322
"229",3229,143095982.08946
"230",3230,27556871.9608511
"231",3231,28848951.9531249
"232",3232,75262291.1637473
"233",3233,15572277.4982508
"234",3234,14286287.5960077
"235",3235,16203649.6054427
"236",3236,11800649.9162198
"237",3237,34375148.5435008
"238",3238,17677964.6147176
"239",3239,11105798.0973442
"240",3240,309570795.299804
"241",3241,12513958.8997584
"242",3242,13510888.8309039
"243",3243,13214061.0177823
"244",3244,13275478.3753789
"245",3245,15016047.2074013
"246",3246,30882236.4082834
"247",3247,26281467.1052764
"248",3248,54328674.6110813
"249",3249,32495940.9267923
"250",3250,348917553.050269
"251",3251,10508861.7493664
"252",3252,19628704.3417532
"253",3253,36101365.559348
"254",3254,10025156.6396462
"255",3255,13193706.5831627
"256",3256,38139312.4472332
"257",3257,22750395.9459798
"258",3258,18264721.2141834
"259",3259,37916314.1283802
"260",3260,13881121.4081343
"261",3261,410290882.346602
"262",3262,37164986.6652829
"263",3263,13148042.2508539
"264",3264,13125885.30189
"265",3265,13352053.5569813
"266",3266,11923460.0607819
"267",3267,25595098.9689431
"268",3268,12966331.390006
"269",3269,46460358.3605419
"270",3270,56553489.1573031
"271",3271,13764934.1501368
"272",3272,23991377.8833725
"273",3273,23937768.264738
"274",3274,387357030.087499
"275",3275,23651367.3728433
"276",3276,13088908.2521322
"277",3277,16298685.3283284
"278",3278,98884108.3373507
"279",3279,23043684.6278213
"280",3280,288700733.862832
"281",3281,13022105.9249676
"282",3282,9101682.62127084
"283",3283,356507912.449633
"284",3284,38033816.8939434
"285",3285,42455217.3075766
"286",3286,12899426.3383697
"287",3287,13612965.1640476
"288",3288,23865692.5206096
"289",3289,42392878.31753
"290",3290,105171277.612412
"291",3291,36243431.4761992
"292",3292,232235284.43406
"293",3293,68717192.1480175
"294",3294,18191957.479378
"295",3295,11931708.2945681
"296",3296,8960158.64112288
"297",3297,14788103.0312998
"298",3298,67869324.3996909
"299",3299,13421947.6718028
"300",3300,34606532.3311477
"301",3301,13070636.0952502
"302",3302,15609753.6556089
"303",3303,14159470.8031919
"304",3304,16099353.6702238
"305",3305,30247313.7019663
"306",3306,11893748.7916683
"307",3307,44009557.1059823
"308",3308,15771340.9180081
"309",3309,12961584.2816274
"310",3310,14216611.5596916
"311",3311,9164367.41950224
"312",3312,15956991.8123914
"313",3313,72676736.250905
"314",3314,14233256.0168083
"315",3315,101753981.552078
"316",3316,25878354.3467576
"317",3317,13427796.1756206
"318",3318,12835469.0855048
"319",3319,12665539.766767
"320",3320,21515474.3440094
"321",3321,10202122.1041518
"322",3322,12932030.8046793
"323",3323,117855832.177894
"324",3324,10855470.1851911
"325",3325,74094518.8254656
"326",3326,186560196.163246
"327",3327,47348709.789947
"328",3328,31510156.8397854
"329",3329,16936178.8265446
"330",3330,115681966.719579
"331",3331,14393014.9121847
"332",3332,43190069.4310033
"333",3333,181903035.684098
"334",3334,13199802.6879645
"335",3335,39215127.8355837
"336",3336,18725252.4341269
"337",3337,12872179.158907
"338",3338,20829304.5080179
"339",3339,12953842.289033
"340",3340,90900675.9984027
"341",3341,15717104.8381195
"342",3342,33717557.8355392
"343",3343,55257524.4872043
"344",3344,11883520.1111185
"345",3345,13866597.2057964
"346",3346,30613296.0419253
"347",3347,12194892.5112173
"348",3348,22290335.3471943
"349",3349,68511962.4233051
"350",3350,176962416.02758
"351",3351,46890486.8607452
"352",3352,15110821.4387671
"353",3353,65363957.0946383
"354",3354,16245090.2269521
"355",3355,12896334.5061314
"356",3356,24309007.7741167
"357",3357,13212200.1050898
"358",3358,15296339.8189949
"359",3359,40627738.3863521
"360",3360,14825583.1973348
"361",3361,165075479.122418
"362",3362,16978326.2054048
"363",3363,18253296.7738933
"364",3364,19587580.9542102
"365",3365,11917516.4845616
"366",3366,65416030.98988
"367",3367,144752284.637866
"368",3368,13274949.2966763
"369",3369,53759064.3504923
"370",3370,46924713.2442984
"371",3371,46768455.4734473
"372",3372,37287602.1465637
"373",3373,44813492.8307147
"374",3374,16534142.3866435
"375",3375,82045706.225972
"376",3376,33381406.9048609
"377",3377,13982803.9534523
"378",3378,13541329.1556679
"379",3379,248673050.305454
"380",3380,47644238.5999011
"381",3381,13670859.8025577
"382",3382,12525953.3429042
"383",3383,13414494.9503236
"384",3384,46192766.6623631
"385",3385,90193467.8368485
"386",3386,12855055.504119
"387",3387,20089051.4318156
"388",3388,129459114.531072
"389",3389,586776604.894115
"390",3390,14490585.2389912
"391",3391,13790747.9868769
"392",3392,13907266.5069054
"393",3393,16881553.5603116
"394",3394,155672347.572723
"395",3395,85601104.8144312
"396",3396,13508254.5959768
"397",3397,12691967.950846
"398",3398,321342305.48861
"399",3399,64449668.4115528
"400",3400,15706901.2860407
"401",3401,12238982.7796327
"402",3402,12603514.2803836
"403",3403,289037166.44495
"404",3404,13988998.7684957
"405",3405,25547529.6040805
"406",3406,184503830.472386
"407",3407,241155748.921256
"408",3408,56115614.0084086
"409",3409,8303239.06561358
"410",3410,34963939.7533418
"411",3411,76277190.3650862
"412",3412,27358866.271681
"413",3413,40774870.0777952
"414",3414,11494685.6683364
"415",3415,18029843.5493791
"416",3416,134574223.608285
"417",3417,52152838.9887821
"418",3418,26838784.6395266
"419",3419,241789846.789554
"420",3420,13316666.6324525
"421",3421,20809005.8219716
"422",3422,10892490.3950582
"423",3423,365921603.27935
"424",3424,12575243.2135985
"425",3425,13908499.7391517
"426",3426,22388242.3195991
"427",3427,31679972.3268683
"428",3428,11201715.6114984
"429",3429,24427360.4242819
"430",3430,471436531.056964
"431",3431,12541616.846441
"432",3432,17110228.5857104
"433",3433,18861359.4014566
"434",3434,14891212.1625214
"435",3435,299041245.772083
"436",3436,144374292.277357
"437",3437,13246530.4705946
"438",3438,16644298.5737547
"439",3439,72527824.5602896
"440",3440,70555873.1911807
"441",3441,86137320.9900464
"442",3442,12719074.366388
"443",3443,12310751.9080148
"444",3444,12556995.7315734
"445",3445,43615491.5396057
"446",3446,12766632.7137193
"447",3447,13294100.4912898
"448",3448,39707583.7201951
"449",3449,16832878.5692328
"450",3450,51029703.2003047
"451",3451,40739297.8579595
"452",3452,29184772.8105159
"453",3453,53553429.4346173
"454",3454,28073815.1313735
"455",3455,14662212.6262034
"456",3456,50054972.2843992
"457",3457,25876903.8452044
"458",3458,20530126.9806547
"459",3459,501964079.0841
"460",3460,31597210.2848487
"461",3461,16325036.6794868
"462",3462,21627251.1632665
"463",3463,41134912.8518772
"464",3464,13046308.7298628
"465",3465,32852785.91399
"466",3466,36108805.8147213
"467",3467,13491016.8141661
"468",3468,74946377.8579199
"469",3469,13864924.8052028
"470",3470,12912147.7050866
"471",3471,22517260.8793429
"472",3472,12046872.19114
"473",3473,67432594.6804916
"474",3474,29878758.4434103
"475",3475,273704082.961743
"476",3476,12514713.0228738
"477",3477,37496968.548094
"478",3478,12717520.4132489
"479",3479,254607723.70602
"480",3480,15694521.061361
"481",3481,12315003.5058407
"482",3482,11959888.041335
"483",3483,13310939.8544745
"484",3484,12841296.7513488
"485",3485,82910013.0955257
"486",3486,151844045.927482
"487",3487,44017514.1296529
"488",3488,54945528.8321594
"489",3489,12995095.4921393
"490",3490,37046591.6436964
"491",3491,17012417.9063547
"492",3492,12213506.2569236
"493",3493,47177655.2276974
"494",3494,13712238.3639688
"495",3495,51355105.9557697
"496",3496,12984698.1282191
"497",3497,73422036.4602475
"498",3498,11042748.3778359
"499",3499,16825552.1583271
"500",3500,12864059.0366525
"501",3501,104402144.664323
"502",3502,39627690.9976912
"503",3503,23661422.2613296
"504",3504,84700247.4902815
"505",3505,14478441.7376828
"506",3506,133044589.385828
"507",3507,232964808.065859
"508",3508,14672050.5797487
"509",3509,14066316.8415131
"510",3510,29521399.3584648
"511",3511,45089111.0708897
"512",3512,172452694.942936
"513",3513,17379442.7597199
"514",3514,22948100.7632184
"515",3515,10085735.6227058
"516",3516,15348543.7161883
"517",3517,435418463.478662
"518",3518,37168413.0904391
"519",3519,15377078.9637484
"520",3520,12336354.8250828
"521",3521,12353449.6828414
"522",3522,15987018.2707657
"523",3523,22350256.9080789
"524",3524,71824825.5082774
"525",3525,147274458.633178
"526",3526,49271725.7421925
"527",3527,15590893.9966589
"528",3528,11022014.6633381
"529",3529,466923484.750845
"530",3530,41842984.6009931
"531",3531,57588549.8357754
"532",3532,50303353.6583095
"533",3533,26419361.3216854
"534",3534,23670485.2059945
"535",3535,195442223.878503
"536",3536,20250626.9664124
"537",3537,95160974.2253782
"538",3538,30318348.3740729
"539",3539,41038676.8355764
"540",3540,30983182.9917217
"541",3541,19105766.5669722
"542",3542,27857710.0046333
"543",3543,12591180.2675373
"544",3544,34064790.2861249
"545",3545,12218874.1962794
"546",3546,13888645.7056316
"547",3547,189796031.955142
"548",3548,347653437.868056
"549",3549,12545449.1712866
"550",3550,401473964.179455
"551",3551,112976631.40309
"552",3552,44911841.0465307
"553",3553,45035838.1116395
"554",3554,153263780.020245
"555",3555,125216766.393289
"556",3556,83247018.5664105
"557",3557,20610527.9473534
"558",3558,128566467.294718
"559",3559,46909134.549496
"560",3560,12500481.6140391
"561",3561,72376420.2115539
"562",3562,16970016.885012
"563",3563,14509450.9708821
"564",3564,12893838.0781912
"565",3565,12335256.540672
"566",3566,22201964.7521626
"567",3567,20518342.7698839
"568",3568,12395959.7144051
"569",3569,122693106.107949
"570",3570,12677579.1605246
"571",3571,48893246.4674346
"572",3572,138146231.715755
"573",3573,13104880.3858651
"574",3574,23652410.3698448
"575",3575,17569947.2752823
"576",3576,32798372.8072293
"577",3577,13431874.6495307
"578",3578,46074029.3445016
"579",3579,36732489.1342995
"580",3580,21559439.3879146
"581",3581,28848014.182428
"582",3582,117608779.57639
"583",3583,12683010.563993
"584",3584,20358294.124215
"585",3585,52605543.8622817
"586",3586,23704828.8619219
"587",3587,14067981.2557401
"588",3588,13785056.4068868
"589",3589,17684187.5991708
"590",3590,27537538.0393431
"591",3591,308769938.930073
"592",3592,13017245.5790229
"593",3593,12634904.8226619
"594",3594,12057180.7216822
"595",3595,23973692.6816253
"596",3596,39668995.497565
"597",3597,13277888.0427659
"598",3598,45205365.716779
"599",3599,16165566.3345405
"600",3600,13413303.0771136
"601",3601,12629389.4413915
"602",3602,12811038.6471781
"603",3603,18604220.7311696
"604",3604,12060439.5204256
"605",3605,32251694.3872046
"606",3606,14587269.7795216
"607",3607,45894849.0504439
"608",3608,144758261.746694
"609",3609,11138815.9096886
"610",3610,45891399.0625039
"611",3611,13030873.9173862
"612",3612,13544461.6115189
"613",3613,20260458.4641202
"614",3614,75187645.1264203
"615",3615,39047672.2632337
"616",3616,16204506.1623184
"617",3617,18680710.8589048
"618",3618,72710673.8923505
"619",3619,12798427.3651501
"620",3620,76916001.5910042
"621",3621,278026108.028609
"622",3622,235737320.942653
"623",3623,92554420.3553212
"624",3624,11372833.0377173
"625",3625,12326646.8110536
"626",3626,35231951.147799
"627",3627,51558210.3112707
"628",3628,332648880.719714
"629",3629,17941714.5549899
"630",3630,10677636.4753782
"631",3631,97630746.4442978
"632",3632,15846528.1589234
"633",3633,58694065.7974535
"634",3634,12851137.3039165
"635",3635,14311706.439869
"636",3636,28146891.135224
"637",3637,14151132.7848005
"638",3638,24428671.2606721
"639",3639,116774352.532884
"640",3640,430740654.726618
"641",3641,19831353.4847253
"642",3642,13894385.6438993
"643",3643,24275953.5093416
"644",3644,18137433.186131
"645",3645,23909234.4916805
"646",3646,22219759.7202424
"647",3647,49060975.9270234
"648",3648,11734180.1541504
"649",3649,16027105.0099445
"650",3650,24462267.4812614
"651",3651,446979646.586825
"652",3652,13677577.8471784
"653",3653,148657346.80895
"654",3654,18462522.1793107
"655",3655,28823242.5912166
"656",3656,15357464.3021465
"657",3657,12484262.9833731
"658",3658,12164849.4053028
"659",3659,65620816.6444914
"660",3660,334656414.411731
"661",3661,21981447.9013671
"662",3662,34559757.213759
"663",3663,366698298.678904
"664",3664,12982817.117023
"665",3665,12716103.4385944
"666",3666,14873555.4087581
"667",3667,87408009.4766758
"668",3668,40093028.7676045
"669",3669,11388099.5508047
"670",3670,43926376.3437238
"671",3671,13440519.0720765
"672",3672,13911400.8329663
"673",3673,168162227.253309
"674",3674,21575408.4069618
"675",3675,356507256.999607
"676",3676,63709185.8456815
"677",3677,17671552.0893677
"678",3678,30559676.7297548
"679",3679,56504957.1612395
"680",3680,15913382.953131
"681",3681,12186181.4822857
"682",3682,234249027.422472
"683",3683,12248406.7874709
"684",3684,100920762.672573
"685",3685,90511715.8395017
"686",3686,14714819.7577883
"687",3687,112007906.502293
"688",3688,11680020.4043683
"689",3689,13038229.3963921
"690",3690,74415471.2545851
"691",3691,14305444.4997213
"692",3692,12881244.7289341
"693",3693,85851902.8588369
"694",3694,75852547.5233796
"695",3695,67506145.0045788
"696",3696,17074027.6496477
"697",3697,37310923.0269213
"698",3698,49216379.7999254
"699",3699,16634389.1812626
"700",3700,9210779.76197535
"701",3701,36996878.6327617
"702",3702,12615490.0389924
"703",3703,74409576.606294
"704",3704,61585140.7474659
"705",3705,21875218.8714138
"706",3706,58663939.1322569
"707",3707,12290095.0096165
"708",3708,17167210.697378
"709",3709,262774093.243139
"710",3710,14975208.7881951
"711",3711,12674231.0399039
"712",3712,31148605.4836519
"713",3713,31758934.9547089
"714",3714,12779766.9595819
"715",3715,25043881.7017534
"716",3716,12597063.0757026
"717",3717,12581292.7799559
"718",3718,12571882.7781901
"719",3719,46585719.6971414
"720",3720,13224113.4232895
"721",3721,12630540.5075862
"722",3722,56719764.5608853
"723",3723,13638427.3343215
"724",3724,20939543.5514527
"725",3725,14883615.2553101
"726",3726,14130875.9355233
"727",3727,93391423.6511477
"728",3728,108209426.611649
"729",3729,14954983.3490768
"730",3730,68273933.7763972
"731",3731,119063769.630316
"732",3732,12710207.5191165
"733",3733,153335744.998235
"734",3734,344217909.225542
"735",3735,21316951.9352585
"736",3736,17238107.1670201
"737",3737,13509194.3902103
"738",3738,11861017.8192147
"739",3739,16705700.6572591
"740",3740,18363437.0806345
"741",3741,18647438.1279729
"742",3742,68841377.1118236
"743",3743,23047489.0779874
"744",3744,108123096.528509
"745",3745,55391873.9702679
"746",3746,145068664.926222
"747",3747,12223611.2257339
"748",3748,18907042.4717303
"749",3749,13158194.6421129
"750",3750,13032532.2034276
"751",3751,20254147.1375733
"752",3752,11301444.5067686
"753",3753,15843311.6921671
"754",3754,39950943.7386857
"755",3755,72997519.9221462
"756",3756,21709249.105374
"757",3757,281714879.774148
"758",3758,103082132.855044
"759",3759,13215211.2332355
"760",3760,139306453.924305
"761",3761,54345424.3294958
"762",3762,266289171.177782
"763",3763,22472335.768718
"764",3764,40518730.1737524
"765",3765,13158693.3861067
"766",3766,18572291.3773886
"767",3767,16571773.8476804
"768",3768,19098617.0448931
"769",3769,12674207.1326165
"770",3770,15762253.7646723
"771",3771,42416017.7436122
"772",3772,14028991.3830976
"773",3773,32301730.9159237
"774",3774,15475704.9314856
"775",3775,205920689.62118
"776",3776,78267173.4893035
"777",3777,11541528.3523228
"778",3778,12871555.6576155
"779",3779,14447563.2060629
"780",3780,13432037.3339848
"781",3781,29338426.1638633
"782",3782,13101745.6469287
"783",3783,35548892.2046145
"784",3784,13277958.2261714
"785",3785,342202141.025355
"786",3786,16218210.8266227
"787",3787,227822800.955293
"788",3788,285281031.022165
"789",3789,13124996.3908567
"790",3790,12627322.5035704
"791",3791,17579594.8446257
"792",3792,12333334.3355218
"793",3793,13134879.0333514
"794",3794,9393154.25686362
"795",3795,314529670.780468
"796",3796,17835573.4290214
"797",3797,20268933.5051246
"798",3798,25895250.7869377
"799",3799,13262786.3143127
"800",3800,11537987.8381086
"801",3801,50659670.755652
"802",3802,12671233.3602161
"803",3803,13387611.5147777
"804",3804,13116897.560965
"805",3805,13084010.1217529
"806",3806,41867699.1350539
"807",3807,12564189.4790789
"808",3808,13292429.2084734
"809",3809,27081734.1839622
"810",3810,16704352.2884459
"811",3811,14037353.8155081
"812",3812,14120846.6869791
"813",3813,11840849.9550131
"814",3814,13775784.1115697
"815",3815,223087553.243953
"816",3816,75765141.9005591
"817",3817,192485477.964936
"818",3818,57563696.8925604
"819",3819,60360843.7702697
"820",3820,91286228.8802303
"821",3821,98914448.4603378
"822",3822,20570881.9478755
"823",3823,13438555.8414349
"824",3824,14945113.7088479
"825",3825,14056540.978581
"826",3826,91060227.4964401
"827",3827,88817910.7067343
"828",3828,14617252.9582486
"829",3829,13397531.2312186
"830",3830,43925738.7471853
"831",3831,13342585.354509
"832",3832,156836990.77434
"833",3833,58671355.1968227
"834",3834,19649766.6521506
"835",3835,13308816.8996316
"836",3836,11568294.964604
"837",3837,35955639.5541792
"838",3838,90429582.2952163
"839",3839,14237248.5735129
"840",3840,33044703.8969619
"841",3841,14342230.3645129
"842",3842,15406801.1896734
"843",3843,55877111.2763636
"844",3844,12951461.8864943
"845",3845,12050714.8048927
"846",3846,10725586.7442974
"847",3847,13040956.0421338
"848",3848,13341332.8807317
"849",3849,80074978.5782751
"850",3850,27999382.819493
"851",3851,39278393.806453
"852",3852,12973538.73338
"853",3853,57938642.3929572
"854",3854,10256603.9107938
"855",3855,13087829.6396516
"856",3856,16192344.0245326
"857",3857,436618787.205374
"858",3858,12762494.4445984
"859",3859,14098681.9937425
"860",3860,30164598.5297673
"861",3861,30148339.5464375
"862",3862,15616883.0160768
"863",3863,75601577.3301052
"864",3864,76020399.4736714
"865",3865,78252865.393105
"866",3866,15644880.0395001
"867",3867,95516085.8642951
"868",3868,17194033.4253455
"869",3869,75195952.4764939
"870",3870,70511248.8224949
"871",3871,465592448.154209
"872",3872,18536170.8498182
"873",3873,30923121.5924961
"874",3874,12848282.9088793
"875",3875,68352457.1045768
"876",3876,13670880.6585848
"877",3877,45337801.9344111
"878",3878,93357345.4072604
"879",3879,367901613.522473
"880",3880,19450316.7640413
"881",3881,13135726.8922848
"882",3882,12641403.260749
"883",3883,11958121.3231895
"884",3884,110833474.45626
"885",3885,20000100.2931487
"886",3886,36483442.3137843
"887",3887,16495660.505783
"888",3888,13720804.4601795
"889",3889,242877741.541982
"890",3890,101985581.951108
"891",3891,13439918.6185684
"892",3892,14320291.7717526
"893",3893,318656772.46758
"894",3894,71931835.4229237
"895",3895,32830235.4783847
"896",3896,42123750.1311295
"897",3897,11867504.2033565
"898",3898,30425539.8472804
"899",3899,486465669.279613
"900",3900,25804704.7488462
"901",3901,9634269.73901741
"902",3902,12885482.0913816
"903",3903,15311895.5596462
"904",3904,10808235.1806205
"905",3905,19155150.2181864
"906",3906,48611427.2080763
"907",3907,10232635.1658487
"908",3908,13136314.8436113
"909",3909,12861410.4149167
"910",3910,17889149.5463148
"911",3911,12496805.4303424
"912",3912,15892233.224786
"913",3913,80342614.33076
"914",3914,24882884.127894
"915",3915,217830734.669638
"916",3916,12015971.1387538
"917",3917,13829976.9923491
"918",3918,14430187.3615147
"919",3919,74043261.2398296
"920",3920,27456908.5685153
"921",3921,12600315.4664244
"922",3922,21533070.9649694
"923",3923,33948188.322863
"924",3924,29099001.239083
"925",3925,207829043.234153
"926",3926,12270419.1775734
"927",3927,70527587.611941
"928",3928,87486591.5424412
"929",3929,32270797.0286126
"930",3930,9420812.45110148
"931",3931,17494165.6074784
"932",3932,14247465.5250244
"933",3933,24117089.9174492
"934",3934,55874101.8822804
"935",3935,12103280.5529482
"936",3936,13065774.587426
"937",3937,228646755.478214
"938",3938,14226531.2850197
"939",3939,27951996.798595
"940",3940,11163382.5419723
"941",3941,26275963.9119502
"942",3942,211169209.218877
"943",3943,503237950.604753
"944",3944,12997824.3849779
"945",3945,46763748.1774953
"946",3946,12510654.42627
"947",3947,45385835.4679828
"948",3948,14555242.732719
"949",3949,13809059.7492976
"950",3950,13924921.9222308
"951",3951,13780914.6546552
"952",3952,37811322.1841785
"953",3953,55871825.3913492
"954",3954,346567501.011299
"955",3955,15701024.457348
"956",3956,51489947.4878475
"957",3957,14680512.8543271
"958",3958,14426190.7964962
"959",3959,14381063.0810433
"960",3960,12892905.276019
"961",3961,43686560.2203693
"962",3962,14260758.2106974
"963",3963,21376961.0041551
"964",3964,575409329.861052
"965",3965,125940138.012112
"966",3966,45803912.0451193
"967",3967,338435461.258425
"968",3968,49245372.1831463
"969",3969,13168622.3970959
"970",3970,21983082.7066244
"971",3971,18588637.4165863
"972",3972,17271539.3375679
"973",3973,42440028.0441465
"974",3974,11598873.3553192
"975",3975,94922184.2894347
"976",3976,50564958.3043435
"977",3977,118495719.87907
"978",3978,127105465.436816
"979",3979,12918256.1388156
"980",3980,13231056.3016444
"981",3981,13219650.8843591
"982",3982,15001077.9744692
"983",3983,23773780.549637
"984",3984,154614074.579051
"985",3985,13899477.7684228
"986",3986,550934356.899862
"987",3987,45589417.4196448
"988",3988,15855120.451841
"989",3989,27643395.8143903
"990",3990,34252369.0708791
"991",3991,12826953.321964
"992",3992,12601171.6051492
"993",3993,16562238.7273638
"994",3994,41228961.0952866
"995",3995,32433461.9491491
"996",3996,44968361.6444506
"997",3997,18749306.8305524
"998",3998,58350927.0441955
"999",3999,14173776.990851
"1000",4000,41561980.8119653
"1001",4001,11270940.3585222
"1002",4002,157269884.345304
"1003",4003,12473179.6408193
"1004",4004,48734061.9933567
"1005",4005,14193391.9691402
"1006",4006,36049635.4297112
"1007",4007,12837749.7837104
"1008",4008,14640368.4700292
"1009",4009,26221806.87845
"1010",4010,14551536.3218819
"1011",4011,20330702.0472738
"1012",4012,155676899.507626
"1013",4013,52654100.1092098
"1014",4014,12636648.2701277
